order_id,date,product,category,region,quantity,unit_price,total,status,customer_rating
ORD-10040,2024-05-26,Yoga Mat,Sports,APAC,4,24.9,99.6,Pending,5
ORD-10041,2024-05-31,Jacket,Clothing,EU,2,80.71,161.42,Completed,5
ORD-10042,2024-01-30,Jacket,Clothing,US,3,81.81,245.43,Pending,5
ORD-10043,2024-03-21,Notebook Set,Books,US,5,16.94,84.7,Pending,3
ORD-10044,2024-02-04,Novel - Bestseller,Books,EU,5,17.97,89.85,Refunded,3
ORD-10045,2024-10-31,Resistance Bands,Sports,US,5,18.24,91.2,Pending,3
ORD-10046,2024-09-24,Backpack,Clothing,UK,5,51.09,255.45,Completed,4
ORD-10047,2024-05-15,Bluetooth Speaker,Electronics,APAC,2,64.73,129.46,Completed,5
ORD-10048,2024-02-07,Bluetooth Speaker,Electronics,US,3,58.49,175.47,Refunded,5
ORD-10049,2024-10-02,Dumbbells,Sports,EU,1,43.66,43.66,Pending,4
ORD-10050,2024-05-05,Coffee Maker,Home & Kitchen,UK,1,51.57,51.57,Completed,4
ORD-10051,2024-11-09,Blender,Home & Kitchen,MENA,3,60.96,182.88,Completed,5
ORD-10052,2024-03-09,Novel - Bestseller,Books,UK,1,19.72,19.72,Completed,3
ORD-10053,2024-05-24,Jacket,Clothing,MENA,3,82.03,246.09,Completed,5
ORD-10054,2024-09-15,Smartwatch,Electronics,APAC,3,190.17,570.51,Completed,3
ORD-10055,2024-01-23,Running Shoes,Clothing,US,3,68.81,206.43,Completed,4
ORD-10056,2024-08-14,Bluetooth Speaker,Electronics,MENA,2,68.69,137.38,Refunded,5
ORD-10057,2024-10-06,Wireless Headphones,Electronics,US,2,83.51,167.02,Completed,5
ORD-10058,2024-01-22,Notebook Set,Books,UK,2,14.05,28.1,Completed,3
ORD-10059,2024-12-07,Resistance Bands,Sports,US,2,17.32,34.64,Completed,5
ORD-10060,2024-03-20,Resistance Bands,Sports,EU,5,19.58,97.9,Completed,4
ORD-10061,2024-06-19,Resistance Bands,Sports,APAC,2,17.55,35.1,Completed,4
ORD-10062,2024-07-14,Coffee Maker,Home & Kitchen,US,1,49.91,49.91,Refunded,4
ORD-10063,2024-06-28,Python Book,Books,UK,4,33.11,132.44,Completed,4
ORD-10064,2024-06-17,Wireless Headphones,Electronics,UK,4,95.84,383.36,Completed,4
ORD-10065,2024-12-13,Smartwatch,Electronics,MENA,4,212.06,848.24,Completed,3
ORD-10066,2024-04-01,Running Shoes,Clothing,MENA,3,72.75,218.25,Completed,3
ORD-10067,2024-06-09,Running Shoes,Clothing,APAC,3,68.19,204.57,Pending,5
ORD-10068,2024-04-07,Running Shoes,Clothing,UK,5,64.76,323.8,Completed,5
ORD-10069,2024-12-17,Backpack,Clothing,EU,5,43.22,216.1,Completed,5
ORD-10070,2024-11-15,Running Shoes,Clothing,UK,3,73.92,221.76,Completed,5
ORD-10071,2024-12-07,Resistance Bands,Sports,APAC,3,17.06,51.18,Completed,5
ORD-10072,2024-04-08,Jacket,Clothing,APAC,2,76.94,153.88,Refunded,5
ORD-10073,2024-10-18,Jacket,Clothing,UK,5,88.93,444.65,Refunded,5
ORD-10074,2024-04-17,Novel - Bestseller,Books,APAC,3,17.09,51.27,Pending,5
ORD-10075,2024-08-14,Bluetooth Speaker,Electronics,EU,4,58.82,235.28,Pending,5
ORD-10076,2024-12-03,Air Fryer,Home & Kitchen,US,2,81.02,162.04,Completed,5
ORD-10077,2024-02-17,Bluetooth Speaker,Electronics,EU,3,63.48,190.44,Completed,4
ORD-10078,2024-01-24,Air Fryer,Home & Kitchen,EU,1,68.38,68.38,Refunded,5
ORD-10079,2024-07-31,Novel - Bestseller,Books,MENA,4,20.74,82.96,Completed,5
ORD-10080,2024-05-04,Jacket,Clothing,EU,4,78.68,314.72,Completed,3
ORD-10081,2024-12-22,Air Fryer,Home & Kitchen,MENA,2,72.45,144.9,Refunded,3
ORD-10082,2024-08-21,Notebook Set,Books,EU,1,14.42,14.42,Refunded,5
ORD-10083,2024-06-11,Notebook Set,Books,APAC,5,17.19,85.95,Pending,5
ORD-10084,2024-08-16,Resistance Bands,Sports,EU,5,17.96,89.8,Refunded,5
ORD-10085,2024-09-23,Yoga Mat,Sports,APAC,3,23.93,71.79,Completed,4
ORD-10086,2024-04-30,Blender,Home & Kitchen,UK,3,50.57,151.71,Completed,4
ORD-10087,2024-03-18,Resistance Bands,Sports,EU,2,18.11,36.22,Refunded,5
ORD-10088,2024-07-31,Coffee Maker,Home & Kitchen,APAC,1,48.99,48.99,Completed,5
ORD-10089,2024-08-03,Blender,Home & Kitchen,APAC,2,55.22,110.44,Pending,5
ORD-10090,2024-07-13,Wireless Headphones,Electronics,APAC,5,100.27,501.35,Completed,4
ORD-10091,2024-10-02,Yoga Mat,Sports,MENA,4,23.94,95.76,Pending,4
ORD-10092,2024-09-05,Blender,Home & Kitchen,US,4,52.52,210.08,Refunded,4
ORD-10093,2024-03-25,Bluetooth Speaker,Electronics,APAC,4,64.18,256.72,Completed,5
ORD-10094,2024-10-30,Notebook Set,Books,MENA,4,13.59,54.36,Completed,3
ORD-10095,2024-04-03,Bluetooth Speaker,Electronics,US,4,60.42,241.68,Completed,5
ORD-10096,2024-06-21,Smartwatch,Electronics,APAC,3,190.57,571.71,Completed,5
ORD-10097,2024-01-10,Yoga Mat,Sports,MENA,4,24.39,97.56,Completed,4
ORD-10098,2024-01-16,Python Book,Books,EU,1,31.87,31.87,Completed,3
ORD-10099,2024-08-30,Dumbbells,Sports,US,2,35.65,71.3,Pending,4
ORD-10100,2024-03-26,Blender,Home & Kitchen,MENA,3,59.12,177.36,Pending,5
ORD-10101,2024-06-08,Jacket,Clothing,US,2,73.36,146.72,Pending,3
ORD-10102,2024-07-22,Resistance Bands,Sports,EU,4,17.11,68.44,Completed,5
ORD-10103,2024-02-22,Jacket,Clothing,UK,2,87.5,175.0,Pending,3
ORD-10104,2024-06-26,Air Fryer,Home & Kitchen,MENA,1,82.51,82.51,Refunded,5
ORD-10105,2024-01-07,Smartwatch,Electronics,APAC,3,183.44,550.32,Refunded,3
ORD-10106,2024-12-28,Backpack,Clothing,EU,4,54.73,218.92,Refunded,4
ORD-10107,2024-11-11,Jacket,Clothing,MENA,3,81.4,244.2,Refunded,5
ORD-10108,2024-05-17,Backpack,Clothing,UK,5,53.11,265.55,Completed,3
ORD-10109,2024-08-25,Yoga Mat,Sports,MENA,2,24.65,49.3,Pending,5
ORD-10110,2024-06-15,Backpack,Clothing,EU,4,47.24,188.96,Refunded,4
ORD-10111,2024-05-23,Smartwatch,Electronics,MENA,3,219.88,659.64,Completed,5
ORD-10112,2024-02-13,Wireless Headphones,Electronics,EU,2,92.61,185.22,Refunded,5
ORD-10113,2024-11-26,Notebook Set,Books,APAC,4,16.33,65.32,Refunded,3
ORD-10114,2024-12-20,Running Shoes,Clothing,EU,4,63.28,253.12,Completed,5
ORD-10115,2024-09-28,Dumbbells,Sports,UK,5,37.71,188.55,Refunded,5
ORD-10116,2024-05-18,Notebook Set,Books,UK,4,14.73,58.92,Completed,4
ORD-10117,2024-03-02,Running Shoes,Clothing,MENA,3,70.22,210.66,Completed,4
ORD-10118,2024-10-28,Python Book,Books,MENA,3,32.53,97.59,Pending,4
ORD-10119,2024-04-26,Running Shoes,Clothing,UK,3,72.03,216.09,Completed,4
ORD-10120,2024-05-20,Wireless Headphones,Electronics,US,2,96.92,193.84,Completed,5
ORD-10121,2024-11-22,Yoga Mat,Sports,APAC,2,23.64,47.28,Completed,3
ORD-10122,2024-08-13,Dumbbells,Sports,UK,4,36.9,147.6,Completed,3
ORD-10123,2024-02-28,Yoga Mat,Sports,US,4,24.98,99.92,Refunded,5
ORD-10124,2024-03-18,Running Shoes,Clothing,EU,1,67.88,67.88,Pending,4
ORD-10125,2024-10-12,Running Shoes,Clothing,APAC,1,74.65,74.65,Pending,5
ORD-10126,2024-07-13,Air Fryer,Home & Kitchen,APAC,5,75.93,379.65,Refunded,4
ORD-10127,2024-06-05,Novel - Bestseller,Books,MENA,4,19.89,79.56,Pending,3
ORD-10128,2024-04-16,Dumbbells,Sports,EU,1,43.32,43.32,Completed,5
ORD-10129,2024-10-09,Running Shoes,Clothing,US,2,61.05,122.1,Completed,3
ORD-10130,2024-08-28,Backpack,Clothing,UK,5,48.61,243.05,Completed,4
ORD-10131,2024-02-06,Yoga Mat,Sports,EU,4,23.69,94.76,Completed,5
ORD-10132,2024-08-05,Dumbbells,Sports,US,2,40.48,80.96,Pending,4
ORD-10133,2024-03-13,Bluetooth Speaker,Electronics,US,3,56.23,168.69,Completed,4
ORD-10134,2024-05-27,Air Fryer,Home & Kitchen,APAC,5,70.34,351.7,Completed,5
ORD-10135,2024-05-19,Jacket,Clothing,MENA,4,77.11,308.44,Pending,5
ORD-10136,2024-08-09,Blender,Home & Kitchen,UK,1,50.61,50.61,Pending,4
ORD-10137,2024-10-27,Wireless Headphones,Electronics,US,5,83.05,415.25,Completed,5
ORD-10138,2024-08-28,Wireless Headphones,Electronics,MENA,2,98.16,196.32,Refunded,4
ORD-10139,2024-11-21,Coffee Maker,Home & Kitchen,APAC,4,52.29,209.16,Completed,5
ORD-10140,2024-12-09,Smartwatch,Electronics,US,3,200.41,601.23,Completed,4
ORD-10141,2024-12-05,Backpack,Clothing,APAC,3,51.52,154.56,Pending,3
ORD-10142,2024-06-14,Blender,Home & Kitchen,US,3,50.71,152.13,Refunded,5
ORD-10143,2024-08-24,Novel - Bestseller,Books,APAC,5,21.78,108.9,Completed,4
ORD-10144,2024-11-16,Notebook Set,Books,APAC,4,14.85,59.4,Completed,4
ORD-10145,2024-08-12,Yoga Mat,Sports,APAC,3,22.82,68.46,Completed,3
ORD-10146,2024-12-29,Bluetooth Speaker,Electronics,EU,2,63.12,126.24,Completed,5
ORD-10147,2024-04-25,Wireless Headphones,Electronics,US,1,93.42,93.42,Refunded,3
ORD-10148,2024-05-29,Bluetooth Speaker,Electronics,MENA,4,66.47,265.88,Completed,5
ORD-10149,2024-05-04,Novel - Bestseller,Books,APAC,4,19.38,77.52,Pending,4
ORD-10150,2024-09-17,Backpack,Clothing,EU,5,45.49,227.45,Completed,4
ORD-10151,2024-06-23,Air Fryer,Home & Kitchen,MENA,4,79.02,316.08,Completed,3
ORD-10152,2024-10-23,Yoga Mat,Sports,APAC,5,23.79,118.95,Completed,5
ORD-10153,2024-10-09,Notebook Set,Books,MENA,3,15.31,45.93,Refunded,5
ORD-10154,2024-12-23,Resistance Bands,Sports,EU,2,17.16,34.32,Pending,5
ORD-10155,2024-01-23,Python Book,Books,UK,4,33.41,133.64,Refunded,5
ORD-10156,2024-12-05,Resistance Bands,Sports,EU,4,19.3,77.2,Refunded,3
ORD-10157,2024-06-18,Coffee Maker,Home & Kitchen,US,5,46.66,233.3,Refunded,3
ORD-10158,2024-03-14,Notebook Set,Books,APAC,1,16.9,16.9,Completed,3
ORD-10159,2024-06-22,Blender,Home & Kitchen,MENA,3,60.25,180.75,Refunded,5
ORD-10160,2024-07-13,Running Shoes,Clothing,UK,5,72.34,361.7,Refunded,5
ORD-10161,2024-11-19,Wireless Headphones,Electronics,UK,2,94.88,189.76,Completed,5
ORD-10162,2024-11-20,Running Shoes,Clothing,US,1,65.55,65.55,Refunded,4
ORD-10163,2024-01-24,Jacket,Clothing,UK,1,77.01,77.01,Completed,4
ORD-10164,2024-05-05,Smartwatch,Electronics,MENA,2,198.73,397.46,Refunded,5
ORD-10165,2024-03-30,Bluetooth Speaker,Electronics,US,2,65.88,131.76,Pending,5
ORD-10166,2024-10-25,Dumbbells,Sports,EU,4,40.69,162.76,Completed,5
ORD-10167,2024-12-07,Bluetooth Speaker,Electronics,US,3,57.8,173.4,Refunded,4
ORD-10168,2024-08-14,Bluetooth Speaker,Electronics,UK,1,62.19,62.19,Pending,4
ORD-10169,2024-08-21,Bluetooth Speaker,Electronics,UK,3,68.42,205.26,Completed,5
ORD-10170,2024-07-14,Novel - Bestseller,Books,MENA,2,19.39,38.78,Completed,5
ORD-10171,2024-01-12,Yoga Mat,Sports,APAC,3,25.26,75.78,Completed,3
ORD-10172,2024-11-06,Dumbbells,Sports,APAC,1,42.42,42.42,Completed,4
ORD-10173,2024-11-21,Dumbbells,Sports,EU,2,41.82,83.64,Pending,4
ORD-10174,2024-11-17,Bluetooth Speaker,Electronics,US,2,65.32,130.64,Completed,4
ORD-10175,2024-07-05,Air Fryer,Home & Kitchen,EU,5,72.73,363.65,Completed,4
ORD-10176,2024-04-12,Smartwatch,Electronics,EU,2,217.36,434.72,Pending,4
ORD-10177,2024-03-25,Notebook Set,Books,UK,3,15.37,46.11,Refunded,4
ORD-10178,2024-08-27,Jacket,Clothing,US,1,88.29,88.29,Completed,4
ORD-10179,2024-10-12,Novel - Bestseller,Books,UK,4,20.3,81.2,Completed,5
ORD-10180,2024-08-20,Wireless Headphones,Electronics,UK,1,86.94,86.94,Completed,5
ORD-10181,2024-02-25,Backpack,Clothing,EU,3,53.07,159.21,Refunded,3
ORD-10182,2024-06-16,Dumbbells,Sports,MENA,5,42.6,213.0,Completed,5
ORD-10183,2024-12-24,Running Shoes,Clothing,UK,4,68.83,275.32,Refunded,3
ORD-10184,2024-06-04,Coffee Maker,Home & Kitchen,APAC,1,41.47,41.47,Completed,3
ORD-10185,2024-07-17,Python Book,Books,APAC,2,33.64,67.28,Completed,5
ORD-10186,2024-08-02,Jacket,Clothing,MENA,5,84.86,424.3,Completed,5
ORD-10187,2024-11-11,Bluetooth Speaker,Electronics,APAC,4,55.48,221.92,Completed,3
ORD-10188,2024-08-15,Jacket,Clothing,EU,4,78.42,313.68,Completed,3
ORD-10189,2024-02-01,Bluetooth Speaker,Electronics,APAC,3,59.5,178.5,Completed,4
ORD-10190,2024-02-16,Running Shoes,Clothing,EU,4,73.92,295.68,Pending,3
ORD-10191,2024-03-05,Wireless Headphones,Electronics,MENA,2,98.69,197.38,Completed,3
ORD-10192,2024-10-27,Novel - Bestseller,Books,EU,2,20.72,41.44,Completed,4
ORD-10193,2024-01-02,Air Fryer,Home & Kitchen,UK,5,67.46,337.3,Completed,4
ORD-10194,2024-02-26,Notebook Set,Books,US,2,14.43,28.86,Completed,3
ORD-10195,2024-10-28,Smartwatch,Electronics,UK,2,219.49,438.98,Completed,4
ORD-10196,2024-09-26,Yoga Mat,Sports,US,4,20.09,80.36,Completed,5
ORD-10197,2024-10-30,Blender,Home & Kitchen,US,5,60.2,301.0,Refunded,5
ORD-10198,2024-12-03,Python Book,Books,MENA,1,34.08,34.08,Completed,5
ORD-10199,2024-09-02,Bluetooth Speaker,Electronics,APAC,1,68.45,68.45,Refunded,5
ORD-10200,2024-02-07,Running Shoes,Clothing,US,4,66.47,265.88,Completed,5
ORD-10201,2024-11-15,Coffee Maker,Home & Kitchen,MENA,3,41.7,125.1,Pending,5
ORD-10202,2024-09-28,Smartwatch,Electronics,UK,5,199.04,995.2,Refunded,5
ORD-10203,2024-12-01,Dumbbells,Sports,MENA,1,38.29,38.29,Completed,5
ORD-10204,2024-06-22,Blender,Home & Kitchen,APAC,4,61.71,246.84,Refunded,5
ORD-10205,2024-06-09,Jacket,Clothing,UK,4,72.98,291.92,Completed,4
ORD-10206,2024-02-16,Bluetooth Speaker,Electronics,US,1,67.83,67.83,Completed,5
ORD-10207,2024-03-07,Running Shoes,Clothing,MENA,3,70.6,211.8,Completed,5
ORD-10208,2024-07-29,Notebook Set,Books,UK,1,15.6,15.6,Refunded,5
ORD-10209,2024-06-08,Wireless Headphones,Electronics,UK,5,102.78,513.9,Completed,5
ORD-10210,2024-04-24,Notebook Set,Books,US,4,14.29,57.16,Completed,5
ORD-10211,2024-10-20,Smartwatch,Electronics,EU,3,185.73,557.19,Refunded,5
ORD-10212,2024-12-11,Air Fryer,Home & Kitchen,MENA,5,79.53,397.65,Completed,5
ORD-10213,2024-01-15,Resistance Bands,Sports,EU,3,18.63,55.89,Completed,5
ORD-10214,2024-06-28,Air Fryer,Home & Kitchen,US,3,70.36,211.08,Completed,4
ORD-10215,2024-03-13,Dumbbells,Sports,US,1,40.44,40.44,Completed,5
ORD-10216,2024-08-20,Notebook Set,Books,UK,4,14.3,57.2,Completed,4
ORD-10217,2024-11-01,Yoga Mat,Sports,US,5,23.77,118.85,Completed,4
ORD-10218,2024-12-11,Coffee Maker,Home & Kitchen,US,1,49.53,49.53,Completed,5
ORD-10219,2024-08-14,Bluetooth Speaker,Electronics,APAC,5,60.35,301.75,Completed,4
ORD-10220,2024-08-08,Air Fryer,Home & Kitchen,US,3,74.02,222.06,Completed,5
ORD-10221,2024-12-07,Bluetooth Speaker,Electronics,UK,5,62.89,314.45,Completed,4
ORD-10222,2024-01-04,Backpack,Clothing,EU,1,55.01,55.01,Completed,4
ORD-10223,2024-05-28,Air Fryer,Home & Kitchen,UK,3,67.27,201.81,Completed,3
ORD-10224,2024-03-07,Blender,Home & Kitchen,APAC,2,59.77,119.54,Pending,5
ORD-10225,2024-02-06,Python Book,Books,APAC,3,30.74,92.22,Completed,5
ORD-10226,2024-06-09,Wireless Headphones,Electronics,MENA,1,91.33,91.33,Refunded,5
ORD-10227,2024-05-28,Backpack,Clothing,US,4,51.71,206.84,Refunded,3
ORD-10228,2024-08-23,Smartwatch,Electronics,UK,5,188.58,942.9,Completed,5
ORD-10229,2024-10-28,Novel - Bestseller,Books,APAC,4,17.59,70.36,Pending,3
ORD-10230,2024-04-23,Backpack,Clothing,UK,3,53.65,160.95,Completed,3
ORD-10231,2024-09-18,Notebook Set,Books,EU,5,15.86,79.3,Completed,4
ORD-10232,2024-04-30,Jacket,Clothing,US,2,90.02,180.04,Completed,4
ORD-10233,2024-12-01,Python Book,Books,US,2,28.29,56.58,Completed,5
ORD-10234,2024-10-23,Blender,Home & Kitchen,APAC,5,55.88,279.4,Pending,5
ORD-10235,2024-11-17,Bluetooth Speaker,Electronics,UK,3,68.79,206.37,Completed,5
ORD-10236,2024-05-20,Running Shoes,Clothing,MENA,3,66.12,198.36,Completed,4
ORD-10237,2024-08-19,Notebook Set,Books,US,4,13.77,55.08,Completed,4
ORD-10238,2024-11-10,Novel - Bestseller,Books,MENA,1,18.45,18.45,Pending,5
ORD-10239,2024-08-18,Blender,Home & Kitchen,MENA,1,57.48,57.48,Completed,4
ORD-10240,2024-02-01,Dumbbells,Sports,APAC,2,38.72,77.44,Completed,4
ORD-10241,2024-01-21,Jacket,Clothing,EU,2,72.77,145.54,Refunded,5
ORD-10242,2024-07-05,Notebook Set,Books,UK,2,15.45,30.9,Completed,5
ORD-10243,2024-01-27,Backpack,Clothing,UK,5,52.49,262.45,Completed,4
ORD-10244,2024-05-25,Running Shoes,Clothing,UK,4,67.57,270.28,Pending,4
ORD-10245,2024-06-28,Smartwatch,Electronics,UK,2,184.07,368.14,Refunded,4
ORD-10246,2024-06-07,Dumbbells,Sports,MENA,1,40.93,40.93,Refunded,5
ORD-10247,2024-12-09,Air Fryer,Home & Kitchen,MENA,2,70.71,141.42,Completed,5
ORD-10248,2024-01-10,Bluetooth Speaker,Electronics,UK,3,60.34,181.02,Completed,4
ORD-10249,2024-04-08,Python Book,Books,EU,4,29.55,118.2,Completed,4
ORD-10250,2024-09-16,Running Shoes,Clothing,MENA,1,63.31,63.31,Pending,3
ORD-10251,2024-03-08,Bluetooth Speaker,Electronics,MENA,5,59.04,295.2,Refunded,4
ORD-10252,2024-03-25,Coffee Maker,Home & Kitchen,APAC,5,43.01,215.05,Completed,5
ORD-10253,2024-08-15,Smartwatch,Electronics,MENA,2,213.81,427.62,Completed,5
ORD-10254,2024-05-02,Air Fryer,Home & Kitchen,UK,5,72.88,364.4,Refunded,4
ORD-10255,2024-08-13,Smartwatch,Electronics,APAC,5,213.9,1069.5,Completed,5
ORD-10256,2024-04-12,Notebook Set,Books,MENA,2,15.47,30.94,Completed,4
ORD-10257,2024-10-10,Wireless Headphones,Electronics,US,3,95.42,286.26,Pending,3
ORD-10258,2024-05-19,Yoga Mat,Sports,APAC,2,20.26,40.52,Pending,4
ORD-10259,2024-08-18,Novel - Bestseller,Books,UK,2,19.17,38.34,Completed,5
ORD-10260,2024-04-30,Wireless Headphones,Electronics,APAC,3,89.91,269.73,Completed,4
ORD-10261,2024-11-28,Python Book,Books,UK,1,27.2,27.2,Completed,4
ORD-10262,2024-12-22,Wireless Headphones,Electronics,EU,4,87.45,349.8,Refunded,5
ORD-10263,2024-01-10,Dumbbells,Sports,UK,1,34.25,34.25,Completed,4
ORD-10264,2024-09-27,Notebook Set,Books,APAC,5,17.01,85.05,Completed,4
ORD-10265,2024-05-02,Python Book,Books,APAC,1,29.25,29.25,Pending,5
ORD-10266,2024-11-01,Running Shoes,Clothing,MENA,4,60.3,241.2,Completed,5
ORD-10267,2024-05-29,Notebook Set,Books,APAC,2,15.65,31.3,Completed,5
ORD-10268,2024-04-05,Smartwatch,Electronics,US,4,192.02,768.08,Pending,4
ORD-10269,2024-09-16,Running Shoes,Clothing,MENA,5,73.99,369.95,Pending,3
ORD-10270,2024-11-21,Backpack,Clothing,APAC,1,53.68,53.68,Completed,4
ORD-10271,2024-06-25,Jacket,Clothing,EU,1,71.42,71.42,Completed,5
ORD-10272,2024-01-23,Jacket,Clothing,UK,2,86.04,172.08,Pending,4
ORD-10273,2024-12-22,Novel - Bestseller,Books,APAC,4,20.14,80.56,Completed,4
ORD-10274,2024-01-19,Running Shoes,Clothing,UK,4,70.14,280.56,Completed,3
ORD-10275,2024-06-10,Air Fryer,Home & Kitchen,UK,1,68.39,68.39,Pending,5
ORD-10276,2024-01-19,Novel - Bestseller,Books,EU,3,19.67,59.01,Completed,4
ORD-10277,2024-05-19,Novel - Bestseller,Books,US,3,20.8,62.4,Completed,5
ORD-10278,2024-07-16,Resistance Bands,Sports,UK,4,17.5,70.0,Completed,5
ORD-10279,2024-05-16,Jacket,Clothing,US,5,80.93,404.65,Refunded,3
ORD-10280,2024-10-06,Backpack,Clothing,UK,2,50.43,100.86,Completed,3
ORD-10281,2024-06-05,Running Shoes,Clothing,APAC,3,63.83,191.49,Pending,5
ORD-10282,2024-06-28,Backpack,Clothing,APAC,4,45.2,180.8,Completed,5
ORD-10283,2024-08-10,Novel - Bestseller,Books,UK,5,21.42,107.1,Completed,3
ORD-10284,2024-09-19,Bluetooth Speaker,Electronics,EU,3,63.55,190.65,Completed,4
ORD-10285,2024-01-18,Novel - Bestseller,Books,EU,4,19.98,79.92,Completed,4
ORD-10286,2024-07-15,Air Fryer,Home & Kitchen,MENA,3,76.41,229.23,Completed,5
ORD-10287,2024-07-09,Coffee Maker,Home & Kitchen,APAC,3,48.67,146.01,Completed,5
ORD-10288,2024-06-09,Coffee Maker,Home & Kitchen,UK,4,46.97,187.88,Completed,3
ORD-10289,2024-09-22,Wireless Headphones,Electronics,APAC,4,97.54,390.16,Pending,3
ORD-10290,2024-04-19,Yoga Mat,Sports,MENA,4,24.06,96.24,Completed,5
ORD-10291,2024-03-03,Resistance Bands,Sports,EU,2,20.12,40.24,Completed,5
ORD-10292,2024-02-14,Coffee Maker,Home & Kitchen,UK,4,51.17,204.68,Completed,5
ORD-10293,2024-06-02,Running Shoes,Clothing,EU,3,67.44,202.32,Completed,4
ORD-10294,2024-03-12,Notebook Set,Books,EU,2,14.33,28.66,Refunded,3
ORD-10295,2024-08-27,Smartwatch,Electronics,MENA,3,207.69,623.07,Completed,5
ORD-10296,2024-07-22,Resistance Bands,Sports,APAC,3,16.13,48.39,Pending,5
ORD-10297,2024-02-07,Air Fryer,Home & Kitchen,EU,5,72.17,360.85,Completed,5
ORD-10298,2024-06-25,Running Shoes,Clothing,EU,5,65.81,329.05,Pending,5
ORD-10299,2024-08-09,Dumbbells,Sports,MENA,2,35.93,71.86,Completed,3
ORD-10300,2024-03-23,Notebook Set,Books,UK,2,14.06,28.12,Completed,4
ORD-10301,2024-05-08,Notebook Set,Books,EU,1,16.84,16.84,Pending,4
ORD-10302,2024-09-30,Coffee Maker,Home & Kitchen,US,5,48.06,240.3,Pending,5
